NM_003345,5,5,3,4,2,1,2,3,3,3,3,0,4,0,1,3,0,1,1,0,3,3,2,0,2,2,4,0,4,2,1,1,3,0,1,4,1,1,1,3,5,1,4,0,2,0,0,1,1,2,2,3,0,0,0,2,1,1,1,0,7,0,3,1,3,0,0,0,0,2,2,0,2,1,1,1,1,0,0,1,1,2,1,2,2,1,3,1,2,1,1,4,0,1,0,1,3,1,2,0,1,2,0,0,4,1,2,1,1,1,1,1,3,1,0,0,2,1,2,2,0,1,2,1,1,1,2,2,6,1,1,3,0,3,3,1,1,0,4,2,3,1,2,2,1,1,2,0,1,1,3,1,2,0,1,0,0,2,1,2,5,6,3,3,2,1,1,1,3,1,0,2,2,1,0,0,2,3,0,0,0,0,0,2,0,0,2,0,1,0,0,1,3,2,5,1,0,2,1,4,2,2,2,0,0,1,0,5,1,0,1,0,0,2,0,0,0,0,2,0,0,2,2,2,0,0,1,1,0,2,1,1,5,2,0,0,0,0,1,0,4,1,4,4,0,1,0,0,1,2,2,0,4,0,0,1
NM_014501,0,0,1,0,0,0,0,1,0,2,1,4,4,1,4,4,1,1,0,0,0,0,0,0,2,2,3,1,1,0,3,3,0,0,2,1,1,2,2,4,3,2,8,3,4,3,0,2,3,3,1,2,1,0,1,2,1,4,1,2,6,4,1,8,0,0,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,5,0,3,0,0,3,0,4,5,3,4,2,1,0,0,2,2,1,4,3,0,1,0,0,2,8,2,1,3,0,7,4,0,1,3,7,1,0,4,3,1,3,7,2,2,1,2,3,1,0,2,0,0,1,4,1,4,1,4,1,8,1,8,8,5,4,6,4,1,0,4,8,8,5,4,5,7,1,3,3,2,2,4,7,1,0,2,2,2,0,3,1,0,1,3,6,1,0,2,5,1,0,4,1,2,2,8,2,3,2,2,12,0,1,1,0,0,0,1,0,2,4,1,1,1,0,2,2,0,4,2,3,1,1,4,9,3,3,6,4,3,1,3,4,1,0,5,7,0,0,5,1,4,3,10,7,4,1,13,8
NM_004223,0,1,0,2,2,1,1,3,0,1,4,2,4,1,3,0,0,1,1,1,0,1,2,0,5,1,2,0,2,2,2,1,1,0,1,2,0,1,0,1,5,7,3,1,1,1,1,1,5,2,2,1,1,1,1,2,1,2,4,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,3,0,4,1,2,4,1,0,1,0,1,4,4,3,0,0,1,1,2,2,2,1,0,1,2,2,1,2,5,3,4,2,1,0,1,2,4,4,1,0,3,1,2,0,4,1,3,1,3,1,0,0,3,0,0,0,2,2,1,1,6,1,3,2,5,4,6,3,2,1,2,2,7,9,4,4,4,2,4,1,1,2,2,2,1,1,0,1,0,1,1,2,1,0,6,0,0,0,2,4,3,2,0,2,2,3,2,1,4,1,2,3,2,1,0,1,0,0,0,0,3,0,0,0,3,0,2,1,1,2,0,1,2,1,0,1,1,4,2,5,3,2,1,0,1,2,2,1,3,5,0,0,0,2,1,0,1,0,1,0,0,0
NM_016406,2,7,1,3,3,2,1,4,4,1,2,2,4,0,0,4,0,5,0,0,0,2,2,2,3,2,5,2,2,3,4,3,5,3,1,2,3,0,1,3,1,2,1,0,1,0,1,1,5,2,1,1,0,4,2,1,1,2,0,1,5,0,0,2,0,0,1,0,1,0,5,3,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,5,2,0,3,0,2,2,1,3,1,4,1,2,0,0,1,2,4,4,2,2,1,1,0,1,2,2,5,3,1,0,0,4,3,2,3,0,7,3,4,4,5,0,5,2,1,2,3,3,2,0,0,0,2,3,2,2,1,1,2,1,1,1,0,0,2,1,1,1,7,0,1,6,3,2,0,2,2,2,1,4,2,2,2,1,2,0,0,2,0,1,2,2,0,0,1,1,0,0,1,0,2,2,0,0,6,3,2,3,0,2,3,2,4,4,2,1,3,4,1,1,0,2,1,0,0,3,2,1,1,0,3,0,1,0,2,6,3,0,0,3,0,0,2,5,1,1,2,1,1,1,0,0,7,2,2,3,2,2,1,3,2,3,1,1,0,3,3,2
NM_014176,4,5,2,6,3,4,1,2,5,2,3,0,6,1,3,6,4,3,0,1,1,6,3,2,3,1,4,1,4,3,3,2,2,4,4,4,0,0,3,1,4,4,5,0,0,0,0,0,10,3,4,5,2,1,1,1,1,4,3,0,3,4,5,0,2,2,0,2,1,2,3,1,1,0,2,0,2,1,0,2,2,3,0,1,3,2,1,2,1,3,2,0,4,1,1,2,5,4,2,5,2,0,2,2,3,4,1,1,0,0,1,0,1,4,5,3,0,4,2,1,1,4,2,1,6,1,2,0,6,1,6,3,2,3,4,4,4,1,3,0,9,2,3,1,0,1,1,2,1,0,1,2,10,1,3,0,4,1,3,3,6,2,2,6,0,2,6,3,3,2,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,2,2,5,2,3,1,5,4,1,5,0,5,1,2,3,0,0,2,1,1,1,1,2,2,1,0,0,1,2,1,2,3,3,0,0,2,2,3,5,6,1,0,0,1,0,0,0,3,3,1,2,1,0,0,4,3,3,1,0,0,0,0,0
NM_001001481,7,6,1,2,1,5,2,4,4,1,0,0,5,0,0,3,1,4,0,1,3,3,4,1,2,1,4,0,3,4,1,3,2,2,1,2,0,1,1,2,2,3,1,1,1,0,0,0,4,0,3,2,1,1,2,2,3,1,0,1,1,3,0,1,2,1,2,0,2,3,4,2,1,1,1,0,1,2,3,0,2,5,2,3,6,3,2,2,4,3,2,0,1,2,0,0,3,5,0,3,2,2,2,1,4,5,1,0,1,0,0,0,2,0,3,1,2,5,1,1,2,1,0,1,3,5,0,0,3,3,1,2,1,2,1,5,1,0,3,0,1,3,2,2,1,1,0,0,3,3,1,0,3,2,2,0,0,2,1,3,2,1,2,3,0,3,3,2,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,1,4,2,1,0,0,1,2,3,1,2,1,0,0,1,1,1,2,0,4,2,0,2,1,2,1,1,1,2,2,2,2,1,0,0,1,1,1,0,0,0,0,1,0,1,0,4,2,0,0,2,0,3,3,0,0,0,0,1,0,0,1
NM_016021,6,4,4,5,4,3,4,2,3,3,6,2,11,2,7,6,3,5,3,2,5,5,6,4,7,6,6,1,4,3,2,4,5,3,2,3,2,6,4,5,9,5,1,0,2,0,0,5,10,6,4,8,4,1,3,1,8,5,8,3,7,2,3,4,2,2,3,4,4,4,4,1,5,3,4,2,3,1,2,2,3,5,3,3,6,5,3,5,6,3,3,1,5,3,2,4,3,7,5,5,2,2,4,7,5,7,1,2,2,2,0,0,7,5,2,4,3,3,3,2,0,1,5,1,4,2,7,3,5,1,6,8,2,6,9,5,2,6,4,2,10,1,11,3,4,1,4,2,2,7,3,2,2,5,5,1,8,5,2,4,9,7,5,9,3,5,3,5,4,1,2,0,2,0,0,1,2,3,2,0,1,0,0,1,1,0,1,0,2,1,3,2,6,6,1,9,3,7,3,5,3,5,1,1,3,5,4,5,1,2,4,1,1,3,1,3,5,1,1,1,1,0,1,4,3,5,2,8,4,1,2,2,12,3,3,1,1,0,2,2,3,4,2,5,0,4,2,2,9,3,5,1,1,3,5,0
NM_005339,6,8,3,2,4,3,4,3,3,1,0,0,4,1,1,2,1,4,3,1,4,3,0,3,4,1,5,0,4,1,1,2,2,1,2,5,3,0,1,0,3,1,1,0,1,0,0,1,4,6,3,4,3,1,0,0,4,3,1,1,6,1,0,1,3,2,0,2,0,5,2,2,2,0,3,0,3,2,2,0,3,2,1,1,3,1,0,2,1,0,1,0,0,3,1,2,3,1,2,1,0,1,1,0,2,2,2,3,1,0,0,0,2,1,1,1,2,2,1,0,3,1,0,0,1,0,2,1,6,2,1,1,2,2,1,0,3,2,1,1,6,1,3,3,3,2,0,1,0,0,0,1,0,1,2,1,1,1,2,0,1,2,1,3,2,0,1,1,1,1,2,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,2,0,0,4,2,0,3,3,0,3,3,2,1,1,1,4,0,3,3,0,1,1,4,0,2,2,0,2,0,1,0,0,0,0,0,4,1,2,4,1,0,1,3,1,0,0,0,1,0,0,0,1,2,1,3,1,1,1,0,3,1,0,0,0,0,2,1
NM_053656,4,4,2,8,2,2,4,2,5,8,2,2,7,8,7,9,2,2,2,0,2,4,7,5,15,3,5,7,3,2,2,9,9,4,3,8,4,7,6,10,12,8,9,3,2,4,1,1,8,3,6,7,3,3,6,4,7,7,8,1,8,7,6,8,3,0,1,2,0,4,1,3,3,4,9,2,1,2,0,0,1,1,4,0,1,2,4,4,11,5,4,5,2,4,6,5,9,13,7,11,2,4,6,8,8,7,8,1,6,5,1,4,3,2,9,4,3,3,8,7,8,4,7,3,10,5,6,12,9,2,6,15,3,8,19,8,7,8,9,0,9,3,11,13,1,2,9,1,0,3,9,7,8,7,12,3,7,8,6,11,9,13,8,10,4,7,10,11,12,9,9,2,0,0,1,6,2,1,4,3,2,1,1,6,2,0,2,0,7,2,3,1,2,4,8,6,1,4,6,3,9,7,12,4,7,3,5,7,2,3,3,2,3,2,5,1,6,5,3,1,6,7,8,8,5,8,6,7,3,2,8,3,8,8,6,1,2,1,1,2,7,8,12,8,2,4,0,12,9,5,6,2,10,4,7,7
NM_003348,1,2,2,3,2,1,1,3,1,2,2,2,4,4,3,0,1,3,1,1,1,3,2,1,2,0,5,1,4,4,1,2,1,0,0,2,2,2,0,1,4,0,1,0,1,1,1,0,5,5,2,2,1,3,0,3,5,1,4,1,1,0,2,2,2,1,0,2,1,3,2,2,0,0,1,1,4,0,2,1,2,2,0,1,2,3,2,2,2,1,4,0,3,1,1,1,1,4,0,1,1,0,0,1,4,3,3,1,1,0,0,0,2,2,1,2,2,1,1,1,1,3,1,0,2,2,4,1,3,2,2,2,1,2,2,3,1,1,0,0,5,3,3,2,2,3,0,3,0,2,1,2,1,0,1,0,0,0,2,3,5,2,0,6,2,3,1,1,4,3,4,1,1,1,1,0,2,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,2,2,3,4,2,1,3,3,1,2,2,0,1,0,3,2,0,0,1,2,2,1,2,1,1,1,1,0,0,0,1,3,2,2,2,4,3,0,1,2,1,1,4,1,0,0,0,1,2,1,2,2,0,0,2,0,3,1,2,0,3,0,0,0
NM_003342,11,7,1,6,1,2,2,8,1,1,1,1,7,3,2,3,2,0,1,2,4,3,2,1,1,3,3,0,7,3,2,6,2,0,2,1,0,2,2,1,1,2,2,1,0,0,1,0,7,5,2,2,1,1,1,2,0,0,3,0,1,2,2,1,3,3,0,3,0,3,2,4,2,1,1,0,2,1,0,0,3,5,2,1,4,3,4,0,2,4,1,0,2,0,1,1,1,5,1,0,3,2,1,2,3,2,3,1,0,0,0,0,3,5,1,1,1,3,1,4,2,3,1,1,5,3,4,2,3,1,1,1,0,3,2,2,1,2,2,0,4,1,0,1,3,3,1,0,2,3,1,0,3,1,4,0,0,2,3,4,3,1,1,3,3,1,3,2,2,4,1,1,2,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,2,5,4,2,1,4,1,1,2,0,2,0,1,2,1,1,0,0,1,2,0,3,1,0,1,0,1,4,1,3,0,1,1,2,1,1,2,4,2,1,2,0,1,0,0,0,6,0,0,3,0,2,0,3,2,3,1,0,3,0,0,1
NM_006357,5,1,4,6,1,2,1,1,7,3,4,0,6,1,2,5,2,2,1,2,1,6,1,1,5,2,5,0,2,0,1,1,2,4,2,5,3,2,2,4,7,1,4,1,1,0,0,0,8,4,4,3,1,2,3,4,5,2,5,1,4,3,0,1,3,1,2,2,2,3,4,2,0,2,0,0,0,1,4,0,2,3,1,0,2,6,4,5,4,3,2,0,4,1,2,2,3,2,2,5,3,0,1,6,4,5,2,1,0,0,0,0,4,1,3,0,1,2,2,1,3,4,1,2,6,3,1,1,4,0,6,1,1,3,4,0,1,4,5,1,10,6,4,2,4,4,0,3,1,3,1,2,1,3,3,0,2,3,5,5,4,1,6,6,2,4,3,2,2,3,0,1,0,0,3,1,0,0,1,1,0,0,0,0,1,2,0,0,2,0,0,1,4,3,2,5,3,1,3,1,5,2,4,0,3,2,3,1,0,2,0,0,2,2,3,1,2,2,2,0,0,2,2,3,3,1,1,5,3,1,1,3,4,2,0,1,1,0,0,2,2,3,3,5,0,4,1,2,1,0,1,0,1,1,1,0
NM_021988,8,7,2,5,6,6,0,5,2,2,2,0,11,2,1,5,1,5,2,3,1,4,1,1,2,0,0,0,8,2,0,5,3,1,1,4,0,2,2,3,0,2,3,1,1,0,0,0,10,4,2,2,3,3,1,3,3,2,3,0,5,0,1,1,5,4,1,1,2,0,1,3,2,0,1,0,3,1,3,1,2,1,1,1,1,0,2,2,2,1,1,1,1,3,0,2,1,1,1,2,3,0,0,0,1,1,2,1,1,0,1,1,5,3,2,1,2,1,2,1,2,1,0,0,6,1,2,2,4,2,0,4,2,0,1,1,1,2,1,0,3,2,2,1,4,0,0,3,2,1,1,1,1,0,2,2,1,1,2,1,2,1,0,2,3,2,3,1,2,3,3,1,3,0,1,0,4,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,5,4,3,9,1,1,0,6,4,2,2,1,1,5,2,0,4,0,0,1,1,0,1,2,0,2,2,0,1,0,1,3,4,1,2,1,1,1,0,1,2,3,1,1,0,0,1,0,2,1,4,5,0,0,1,1,2,0,2,1,1,1,1,1
NM_022005,0,0,4,2,1,2,2,1,2,4,1,2,1,1,2,2,0,1,0,2,0,1,4,3,0,4,4,0,1,1,3,1,0,1,3,5,1,5,4,2,4,4,4,2,1,0,1,1,5,4,2,7,0,5,5,3,4,2,6,1,7,2,6,9,0,0,1,0,0,0,1,1,2,2,2,1,1,1,2,4,1,0,2,5,4,3,5,2,6,8,9,2,2,5,5,3,1,3,3,4,2,6,7,14,6,8,12,2,0,4,0,1,2,2,2,9,1,3,2,9,3,4,12,0,11,4,3,0,2,3,1,1,1,2,4,2,3,2,10,0,7,4,3,11,0,0,3,1,4,6,10,8,1,13,10,0,9,6,7,5,3,5,7,8,1,13,9,8,11,12,7,3,1,4,1,2,1,0,0,1,1,3,3,2,0,0,2,0,1,1,0,3,4,3,3,3,1,4,1,2,2,4,1,0,9,7,6,7,0,1,2,0,0,4,6,2,4,4,5,3,3,3,4,8,3,0,2,8,0,4,4,3,3,7,10,1,0,1,0,1,6,2,3,12,1,1,6,4,6,5,1,1,4,4,4,4
NM_130419,10,12,8,13,5,11,8,6,13,4,8,2,11,7,4,9,6,4,3,4,8,7,6,9,9,6,7,4,6,7,2,11,9,4,4,13,4,5,9,13,6,10,6,2,7,1,1,2,13,11,4,6,7,7,5,15,9,4,2,1,10,3,8,1,4,6,6,3,2,4,5,4,7,10,5,2,4,2,1,4,5,5,9,2,7,9,2,8,7,9,5,4,4,3,8,7,8,8,8,10,5,4,1,12,8,6,6,0,2,3,3,4,9,7,8,5,6,5,8,14,4,11,10,2,18,8,10,10,12,5,6,8,2,5,8,8,6,11,7,4,9,13,8,7,3,4,6,3,5,6,7,2,9,3,6,1,10,13,10,17,9,6,10,7,5,5,8,9,9,6,6,1,3,1,2,2,3,3,1,5,2,3,0,1,1,2,4,0,2,2,2,3,17,7,7,7,8,10,4,8,4,6,4,3,10,12,3,2,5,2,6,2,1,4,10,3,9,4,2,3,9,10,7,11,6,5,6,7,2,6,1,16,9,5,4,5,0,1,1,1,13,9,4,11,0,3,5,7,10,8,7,0,7,2,5,2
XM_214061,9,8,6,6,5,6,1,7,2,4,7,2,9,5,8,9,6,5,2,2,3,10,4,4,1,3,5,2,7,6,6,11,4,4,5,2,2,7,4,6,4,7,5,2,3,2,4,3,11,12,7,9,1,8,2,5,5,9,8,5,14,7,6,4,5,3,4,3,3,6,3,7,4,1,2,2,4,1,1,1,6,4,3,0,5,25,11,17,7,12,6,3,8,9,2,11,6,5,5,1,3,10,2,12,4,6,4,2,2,5,2,3,10,8,8,13,6,9,2,12,7,8,3,7,13,6,8,11,6,5,2,7,3,3,3,4,1,6,3,2,7,4,6,4,1,5,2,3,3,13,6,4,5,6,2,4,17,8,8,10,3,3,2,6,2,7,4,15,4,7,5,6,6,3,3,3,1,2,2,11,1,4,5,4,4,3,3,10,9,3,7,3,9,3,3,15,4,6,4,12,8,8,6,6,19,6,12,17,2,5,2,2,2,10,7,6,4,6,2,3,6,6,9,6,7,1,0,12,4,2,7,10,2,8,8,5,5,4,11,14,8,4,11,21,3,4,6,6,4,3,9,12,8,3,7,5
NM_080692,2,0,2,1,1,0,1,0,6,1,4,2,7,0,2,4,0,1,0,0,2,2,3,4,5,3,2,6,2,1,4,3,7,5,2,7,2,3,2,5,8,4,4,2,4,0,1,6,5,3,3,4,2,4,1,3,2,4,3,3,6,5,4,2,1,1,0,1,0,1,1,1,9,4,2,1,1,0,0,0,1,2,5,0,4,2,1,2,0,4,9,3,2,4,1,2,3,3,3,4,4,5,3,4,10,11,3,4,2,2,3,4,1,0,7,4,3,1,5,6,6,4,3,1,3,1,7,4,1,0,8,7,0,9,10,5,2,4,4,4,3,6,7,7,1,0,7,1,1,3,9,1,8,6,11,1,4,7,7,5,3,10,4,10,2,2,16,5,5,3,6,3,2,1,7,3,2,1,5,4,0,2,1,2,3,4,6,3,3,0,8,6,1,1,3,4,0,1,4,4,4,3,8,4,4,4,3,6,2,0,4,0,1,2,3,2,0,3,6,1,4,3,2,5,3,6,5,2,1,3,5,9,4,7,4,4,4,2,5,4,1,5,4,5,1,1,3,3,5,6,7,8,3,2,7,3
