T22,EGFP,-2.08,-2.11,-2.24,-0.93,-2.35,-2.11,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-40.32,-16.26,5.31,4.23
T23,EGFP,-2.11,-2.24,-0.93,-2.35,-2.11,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-41.49999999999999,-17.18,10.17,4.25
T24,EGFP,-2.24,-0.93,-2.35,-2.11,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-42.65,-20.35,10.18,4.55
T25,EGFP,-0.93,-2.35,-2.11,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-42.51999999999999,-17.87,10.18,5.34
T26,EGFP,-2.35,-2.11,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-42.24,-17.28,10.16,5.34
T27,EGFP,-2.11,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-42.690000000000005,-15.71,10.13,5.34
T28,EGFP,-2.24,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-43.38999999999999,-13.89,8.24,6.37
T29,EGFP,-3.26,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-43.23,-11.5,0.18,8.26
T30,EGFP,-2.36,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-42.53,-9.53,0.18,9.82
T31,EGFP,-3.26,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-43.43,-9.43,0.18,8.13
T32,EGFP,-3.26,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-41.95999999999999,-10.09,0.02,7.44
T33,EGFP,-3.26,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-41.49999999999999,-12.7,8.39,3.92
T34,EGFP,-2.24,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-40.6,-14.33,8.12,2.06
T35,EGFP,-2.11,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-40.71,-14.28,7.89,2.04
T36,EGFP,-3.26,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-40.68,-13.82,7.89,2.0
T37,EGFP,-2.24,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-40.84,-11.3,9.28,1.97
T38,EGFP,-2.11,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-40.23,-9.74,9.33,2.02
T39,EGFP,-3.42,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-40.68,-10.23,6.45,1.6
T40,EGFP,-3.26,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-40.52,-10.16,0.18,1.71
T41,EGFP,-3.26,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-39.61000000000001,-10.18,0.18,2.78
T42,EGFP,-2.11,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-38.59,-10.09,0.18,2.87
T43,EGFP,-1.1,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-38.39000000000001,-9.51,0.18,3.46
T44,EGFP,-2.35,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-40.99999999999999,-10.71,0.18,3.6
T45,EGFP,-3.26,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-42.07,-14.07,0.18,3.64
T46,EGFP,-2.08,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-41.17,-15.19,0.18,3.72
T47,EGFP,-2.11,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-41.440000000000005,-15.08,0.18,3.63
T48,EGFP,-3.26,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-41.57,-14.6,0.18,3.71
T49,EGFP,-2.24,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-40.67000000000001,-9.69,0.18,4.43
T50,EGFP,-2.35,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-40.220000000000006,-8.48,0.18,2.63
T51,EGFP,-2.36,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-39.65,-8.84,0.01,0.55
T52,EGFP,-2.35,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-38.220000000000006,-9.15,0.01,0.24
T53,EGFP,-2.08,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-36.35,-9.15,0.01,0.24
T54,EGFP,-3.42,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-36.96,-9.24,0.01,0.35
T55,EGFP,-2.08,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-35.9,-6.97,0.18,2.15
T56,EGFP,-2.11,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-37.080000000000005,-6.92,0.18,2.0
T57,EGFP,-3.26,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-38.39000000000001,-9.53,0.18,2.2
T58,EGFP,-2.35,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-38.38999999999999,-8.09,0.18,3.23
T59,EGFP,-2.24,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-37.7,-7.02,0.18,4.3
T60,EGFP,-2.36,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-38.15,-7.03,0.18,4.29
T61,EGFP,-3.26,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-37.9,-7.03,0.18,4.49
T62,EGFP,-3.42,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-35.57,-7.92,4.03,0.76
T63,EGFP,-2.36,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-34.23,-7.8,3.44,0.36
T64,EGFP,-2.35,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-33.660000000000004,-7.78,3.44,0.38
T65,EGFP,-2.24,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-31.79,-7.56,3.44,0.6
T66,EGFP,-2.36,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-32.800000000000004,-7.59,1.88,0.13
T67,EGFP,-2.24,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-32.550000000000004,-7.64,1.88,0.08
T68,EGFP,-1.33,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-32.38999999999999,-7.68,1.88,0.04
T69,EGFP,-0.93,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-34.029999999999994,-7.68,1.88,0.05
T70,EGFP,-0.93,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-35.46,-8.62,3.66,0.56
T71,EGFP,-2.24,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-36.32,-10.09,3.66,0.59
T72,EGFP,-2.36,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-37.09,-10.9,3.66,0.59
T73,EGFP,-3.26,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-36.52,-8.87,3.65,0.95
T74,EGFP,-3.42,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-36.06000000000001,-8.25,4.09,0.99
T75,EGFP,-3.26,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-35.9,-9.45,5.27,0.91
T76,EGFP,-2.11,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-35.00000000000001,-11.09,5.27,0.75
T77,EGFP,-2.24,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-35.7,-11.43,5.27,0.41
T78,EGFP,-2.11,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-37.330000000000005,-11.26,5.27,0.58
T79,EGFP,-0.93,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-37.13,-10.33,5.27,1.51
T80,EGFP,-2.08,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-38.55,-9.78,5.27,2.06
T81,EGFP,-2.24,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-38.99999999999999,-9.64,5.27,2.4
T82,EGFP,-0.93,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-40.02,-11.05,3.1,2.62
T83,EGFP,-2.35,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-42.35,-14.11,3.1,3.06
T84,EGFP,-2.11,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-43.42,-13.39,3.1,3.97
T85,EGFP,-2.08,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-43.21999999999999,-8.7,3.09,5.67
T86,EGFP,-3.42,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-43.93999999999999,-8.12,0.18,5.95
T87,EGFP,-2.36,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-42.6,-8.12,0.18,5.94
T88,EGFP,-2.24,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-43.49999999999999,-8.32,0.18,5.94
T89,EGFP,-2.11,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-44.51999999999999,-9.2,8.45,5.98
T90,EGFP,-2.24,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-45.82999999999999,-10.6,11.65,6.59
T91,EGFP,-2.35,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-45.95,-14.13,11.65,4.54
T92,EGFP,-3.26,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-45.95,-14.66,11.65,4.01
T93,EGFP,-2.36,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-43.34,-16.29,11.65,2.38
T94,EGFP,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-43.54,-16.04,11.65,2.33
T95,EGFP,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-43.7,-13.41,5.03,2.96
T96,EGFP,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-43.54,-11.64,4.96,2.7
T97,EGFP,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-43.29,-11.42,13.1,3.86
T98,EGFP,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-42.73,-10.92,13.1,3.86
T99,EGFP,-3.26,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-44.35999999999999,-10.36,12.53,3.89
T100,EGFP,-3.26,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-42.73,-9.17,1.73,2.4
T101,EGFP,-3.42,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-41.24999999999999,-10.73,1.73,0.84
T102,EGFP,-2.36,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-40.07,-10.81,1.73,0.76
T103,EGFP,-2.35,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-40.07,-10.81,1.73,0.76
T104,EGFP,-2.08,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-40.53,-10.63,1.73,0.94
T105,EGFP,-3.26,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-42.32,-9.73,1.73,1.84
T106,EGFP,-3.26,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-41.17,-7.33,0.83,0.03
T107,EGFP,-3.42,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-38.84,-6.41,7.2,5.33
T108,EGFP,-2.36,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-37.49999999999999,-6.21,7.2,5.33
T109,EGFP,-2.35,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-38.56,-4.66,6.95,5.33
T110,EGFP,-1.1,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-37.38999999999999,-3.65,7.43,5.23
T111,EGFP,-2.11,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-39.29999999999999,-5.29,0.01,0.0
T112,EGFP,-3.42,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-39.54,-6.49,0.01,0.0
T113,EGFP,-3.26,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-38.36000000000001,-8.15,7.84,0.83
T114,EGFP,-2.11,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-3.26,-38.35999999999999,-7.78,7.84,0.8
T115,EGFP,-2.24,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-3.26,-3.26,-39.06,-6.37,0.18,1.05
T116,EGFP,-3.26,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-3.26,-3.26,-2.08,-38.9,-6.37,0.18,1.05
T117,EGFP,-2.08,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-3.26,-3.26,-2.08,-2.11,-38.2,-6.34,0.18,1.08
T118,EGFP,-1.33,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-3.26,-3.26,-2.08,-2.11,-2.35,-38.46999999999999,-6.27,0.18,1.15
T119,EGFP,-2.24,-2.36,-3.26,-3.42,-2.11,-0.93,-2.08,-3.42,-2.08,-2.11,-2.35,-2.24,-3.26,-3.26,-2.08,-2.11,-2.35,-0.93,-37.62,-6.34,0.18,1.08
